ncbi_gene_id,ensembl_gene_id,hgnc_symbol,gene_name,ucsc_id,alias
124900345,ENSG00000212377,,,uc021rkm.1,LOC124900345
124900346,ENSG00000201376,,SNORA70,uc059blo.1,LOC124900346
124900347,ENSG00000202275,,,uc059fut.1,LOC124900347
124900349,ENSG00000251858,,,uc021rsk.1,LOC124900349
124900350,ENSG00000212270,,,uc059aio.1,LOC124900350
124900351,ENSG00000212302,,,uc058zif.1,LOC124900351
124900353,ENSG00000221060,,,uc059cwa.1,LOC124900353
124900354,ENSG00000259754,,,uc288avk.1,LOC124900354
124900356,ENSG00000282177,,U8,,LOC124900356
124900357,ENSG00000282177,,U8,,LOC124900357
124900358,ENSG00000282177,,U8,,LOC124900358
124900359,ENSG00000282767,,U8,,LOC124900359
124900362,ENSG00000273538,,,,LOC124900362
124900363,ENSG00000212604,,,uc059gwt.1,LOC124900363
124900366,ENSG00000288341,,,,LOC124900366
124900367,ENSG00000212415,,,uc021sip.1,LOC124900367
124900369,ENSG00000252722,,,uc059lpl.1,LOC124900369
124900370,ENSG00000261709,,,uc059ite.1,LOC124900370
124900371,ENSG00000238819,,,uc059ivt.1,LOC124900371
124900372,ENSG00000261971,MMP25-AS1,MMP25-AS1,,LOC124900372
124900377,ENSG00000201541,,,uc059seu.1,LOC124900377
124900378,ENSG00000199474,,,uc021tdc.1,LOC124900378
124900379,ENSG00000212445,,,uc059wdl.1,LOC124900379
124900382,ENSG00000252122,,,uc059xfx.1,LOC124900382
124900383,ENSG00000238685,,,uc059qyr.1,LOC124900383
124900388,ENSG00000286190,,,uc060acs.2,LOC124900388
124900393,ENSG00000202389,,SNORA70,uc060cwc.1,LOC124900393
124900395,ENSG00000212565,,,uc060gyg.1,LOC124900395
124900396,ENSG00000212206,,,uc060bax.1,LOC124900396
124900398,ENSG00000207410,,,uc060jax.1,LOC124900398
124900399,ENSG00000200063,,,uc060kur.1,LOC124900399
124900400,ENSG00000212149,,,uc060fph.1,LOC124900400
124900406,ENSG00000199713,,U8,uc060ppt.1,LOC124900406
124900407,ENSG00000252258,,SNORA70,uc060mwy.1,LOC124900407
124900409,ENSG00000212626,,,uc060ndl.1,LOC124900409
124900410,ENSG00000221139,,,uc060ntz.1,LOC124900410
124900411,ENSG00000252677,,,uc060nuu.1,LOC124900411
124900414,ENSG00000282849,,,,LOC124900414
124900418,ENSG00000214049,UCA1,UCA1,uc060uvu.2,LOC124900418
124900419,ENSG00000201542,,SNORA62,uc057ert.1,LOC124900419
124900420,ENSG00000267710,EDDM13,EDDM13,uc285ptc.2,LOC124900420
124900421,ENSG00000212144,,U8,uc057qme.1,LOC124900421
124900422,ENSG00000199934,,SNORD81,uc057iar.1,LOC124900422
124900423,ENSG00000201944,,SNORA72,uc057our.1,LOC124900423
124900425,ENSG00000201898,,SNORA72,uc057ptp.1,LOC124900425
124900426,ENSG00000253042,,SNORA70,uc057omh.1,LOC124900426
124900428,ENSG00000252692,,,uc057ovr.1,LOC124900428
124900429,ENSG00000201619,,,uc057npm.1,LOC124900429
124900430,ENSG00000200237,,SNORA70,uc060tcj.1,LOC124900430
124900433,ENSG00000252691,,,uc057doo.1,LOC124900433
124900434,ENSG00000252433,,,uc057hjj.1,LOC124900434
124900435,ENSG00000252920,,,uc057laq.1,LOC124900435
124900437,ENSG00000252840,,,uc057kxf.1,LOC124900437
124900438,ENSG00000207502,,,uc057jrh.1,LOC124900438
124900439,ENSG00000201003,,,uc057grz.1,LOC124900439
124900440,ENSG00000252765,,,uc057iru.1,LOC124900440
124900441,ENSG00000252404,,,uc057cak.1,LOC124900441
124900444,ENSG00000212266,,,uc057jtx.1,LOC124900444
124900446,ENSG00000253085,,,uc057clp.1,LOC124900446
124900447,ENSG00000212624,,,uc057glu.1,LOC124900447
124900448,ENSG00000212187,,,uc057pey.1,LOC124900448
124900450,ENSG00000212161,,,uc057mho.1,LOC124900450
124900452,ENSG00000221083,,,uc057bzj.1,LOC124900452
124900457,ENSG00000238934,,,uc057mof.1,LOC124900457
124900460,ENSG00000201151,,,uc061wky.1,LOC124900460
124900461,ENSG00000252193,,,uc061xcp.1,LOC124900461
124900462,ENSG00000212134,,,uc061wbh.1,LOC124900462
124900463,ENSG00000212224,,,uc061xbw.1,LOC124900463
124900464,ENSG00000212517,,,uc061vfq.1,LOC124900464
124900467,ENSG00000188660,LINC00319,LINC00319,,LOC124900467
124900469,ENSG00000238390,,,uc061zmn.1,LOC124900469
124900470,ENSG00000207098,,SNORA70,uc061zoz.1,LOC124900470
124900472,ENSG00000207503,,,uc062aiq.1,LOC124900472
124900473,ENSG00000207147,,,uc062agr.1,LOC124900473
124900474,ENSG00000221398,,,uc061zvv.1,LOC124900474
124900475,ENSG00000221398,,,uc061zvv.1,LOC124900475
124900476,ENSG00000280623,PCAT14,PCAT14,uc062cfj.1,LOC124900476
124900481,ENSG00000199783,,,uc062clv.1,LOC124900481
124900488,ENSG00000199226,RNU6-50P,RNU6-50P,uc064ytc.1,LOC124900488
124900490,ENSG00000212611,,SNORD30,uc065aud.1,LOC124900490
124900492,ENSG00000201407,,,uc064yjj.1,LOC124900492
124900495,ENSG00000207100,,,uc065bdu.1,LOC124900495
124900496,ENSG00000202183,,,uc065adj.1,LOC124900496
124900497,ENSG00000201660,,,uc064xwp.1,LOC124900497
124900498,ENSG00000202231,,,uc022caf.1,LOC124900498
124900501,ENSG00000239182,,,uc022cdg.1,LOC124900501
124900502,ENSG00000212347,,,uc064yss.1,LOC124900502
124900503,ENSG00000252170,,,uc022cdt.1,LOC124900503
124900504,ENSG00000239008,,,uc065acw.1,LOC124900504
124900505,ENSG00000252016,,,uc065aeg.1,LOC124900505
124900506,ENSG00000251925,,SNORA70,uc065cvi.1,LOC124900506
124900507,ENSG00000251925,,SNORA70,uc065cvi.1,LOC124900507
124900508,ENSG00000252689,,,uc065csn.1,LOC124900508
124900513,ENSG00000232788,ITGA6-AS1,ITGA6-AS1,uc061prv.1,lncIHAT
124900516,ENSG00000291599,RNU4-8P,RNU4-8P,,LOC124900516
124900517,ENSG00000202537,,U8,uc061lmf.1,LOC124900517
124900518,ENSG00000212581,,U8,uc061qlc.1,LOC124900518
124900519,ENSG00000206901,,SNORA72,uc061odj.1,LOC124900519
124900520,ENSG00000207249,,SNORA72,uc061mof.1,LOC124900520
124900521,ENSG00000263723,,SNORD39,uc061ubu.1,LOC124900521
124900522,ENSG00000200377,,,uc061oro.1,LOC124900522
124900524,ENSG00000202434,,,uc061qyw.1,LOC124900524
124900525,ENSG00000202059,,,uc061rpd.1,LOC124900525
124900526,ENSG00000280636,,,uc021vtf.1,LOC124900526
124900527,ENSG00000281516,,,uc061nvt.1,LOC124900527
124900528,ENSG00000251942,,,uc061jcu.1,LOC124900528
124900529,ENSG00000252923,,,uc061qxc.1,LOC124900529
124900530,ENSG00000206898,,,uc061gqi.1,LOC124900530
124900531,ENSG00000206961,,,uc061pir.1,LOC124900531
124900532,ENSG00000212181,,,uc061omx.1,LOC124900532
124900533,ENSG00000212391,,,uc061tet.1,LOC124900533
124900534,ENSG00000212455,,,uc061gxc.1,LOC124900534
124900537,ENSG00000212175,,,uc061jii.1,LOC124900537
124900538,ENSG00000212378,,,uc021vjg.1,LOC124900538
124900539,ENSG00000212168,,,uc061jji.1,LOC124900539
124900540,ENSG00000221498,,,uc061qkn.1,LOC124900540
124900541,ENSG00000251805,,,uc061hct.1,LOC124900541
124900542,ENSG00000221300,,,uc021vgl.1,LOC124900542
124900551,ENSG00000201810,,U8,uc062qgw.1,LOC124900551
124900552,ENSG00000201398,,U8,uc062pdn.1,LOC124900552
124900554,ENSG00000207084,,SNORA72,uc062ppg.1,LOC124900554
124900555,ENSG00000200355,,SNORA72,uc062qai.1,LOC124900555
124900556,ENSG00000202379,,SNORA70,uc062mgr.1,LOC124900556
124900557,ENSG00000202517,,,uc021wwg.1,LOC124900557
124900558,ENSG00000207130,,,uc062nom.1,LOC124900558
124900559,ENSG00000201701,,,uc062hul.1,LOC124900559
124900560,ENSG00000201957,,,uc062qdz.1,LOC124900560
124900561,ENSG00000281863,,,uc062ghv.1,LOC124900561
124900562,ENSG00000200288,,,uc062qcu.1,LOC124900562
124900563,ENSG00000212608,,,uc021wzl.1,LOC124900563
124900566,ENSG00000282767,,U8,,LOC124900566
124900568,ENSG00000283784,,,,LOC124900568
124900569,ENSG00000288206,KIR2DS5,KIR2DS5,,LOC124900569
124900571,ENSG00000275921,,,,LOC124900571
124900572,ENSG00000288381,,,,LOC124900572
124900573,ENSG00000284511,,,,LOC124900573
124900574,ENSG00000283742,,,,LOC124900574
124900577,ENSG00000252798,,,uc059rvm.1,LOC124900577
124900583,ENSG00000292241,,,,LOC124900583
124900586,ENSG00000276709,,,,LOC124900586
124900589,ENSG00000251878,,SNORD79,uc063bhu.1,LOC124900589
124900609,ENSG00000236303,LINC02646,LINC02646,uc285ilm.1,LOC124900609
124900632,ENSG00000275809,,U6,,LOC124900632
124900636,ENSG00000282763,,,,LOC124900636
124900651,ENSG00000294286,,,,LOC124900651
124900656,ENSG00000287164,,,uc288hza.1,LOC124900656
124900661,ENSG00000284926,DEFB109D,DEFB109D,,LOC124900661
124900692,ENSG00000302423,,,,LOC124900692
124900694,ENSG00000287659,,,uc288jnt.1,LOC124900694
124900697,ENSG00000289643,,,uc315kxk.2,LOC124900697
124900713,ENSG00000303699,,,,LOC124900713
124900714,ENSG00000289530,,INKILN,uc315rme.1,INKILN
124900731,ENSG00000287181,,,,LOC124900731
124900758,ENSG00000272795,GAR1-DT,GAR1-DT,,GAR1-DT
124900760,ENSG00000249509,NEUROG2-AS1,NEUROG2-AS1,uc062zbr.1,LOC124900760
124900769,ENSG00000296649,,,,LOC124900769
124900774,ENSG00000287951,,,uc287ljz.1,LOC124900774
124900775,ENSG00000226655,,,uc062zlb.1,LOC124900775
124900778,ENSG00000248187,,,uc062zng.1,LOC124900778
124900785,ENSG00000196951,SCOC-AS1,SCOC-AS1,uc062zti.2,LOC124900785
124900787,ENSG00000248335,,,uc062zul.1,LOC124900787
124900788,ENSG00000308479,,,,LOC124900788
124900792,ENSG00000250406,,,uc003ijt.3,LOC124900792
124900804,ENSG00000307410,,,,LOC124900804
124900815,ENSG00000302337,,,,LOC124900815
124900818,ENSG00000287775,,,uc288gmg.1,LOC124900818
124900824,ENSG00000283383,,,,LOC124900824
124900835,ENSG00000301001,,,,LOC124900835
124900838,ENSG00000251310,,,uc063bqr.1,LOC124900838
124900850,ENSG00000295039,,,,LOC124900850
124900855,ENSG00000301210,,,,LOC124900855
124900875,ENSG00000294559,,,,LOC124900875
124900881,ENSG00000286641,,,uc288gtm.1,LOC124900881
124900883,ENSG00000283432,,U6,uc285wwi.1,LOC124900883
124900885,ENSG00000283666,,U6,uc285wit.1,LOC124900885
124900890,ENSG00000202440,,SNORD42,uc062xsp.1,LOC124900890
124900891,ENSG00000199857,,,uc062xmj.1,LOC124900891
124900892,ENSG00000199894,,,uc062zab.1,LOC124900892
124900893,ENSG00000238694,,,uc062vvu.1,LOC124900893
124900922,ENSG00000271817,,U3,uc063aqd.1,LOC124900922
124900945,ENSG00000286377,,,uc288laq.1,LOC124900945
124900952,ENSG00000303861,,,,LOC124900952
124900965,ENSG00000300362,,,,LOC124900965
124900967,ENSG00000298475,,,,LOC124900967
124900976,ENSG00000289060,,,uc315wqa.1,LOC124900976
124900984,ENSG00000304711,,,,LOC124900984
124901013,ENSG00000288846,,,uc315wiq.1,LOC124901013
124901015,ENSG00000310314,,,,LOC124901015
124901018,ENSG00000287938,,,uc287tjh.1,LOC124901018
124901026,ENSG00000306172,,,,LOC124901026
124901037,ENSG00000248203,,,uc063fuv.1,LOC124901037
124901039,ENSG00000296200,,,,LOC124901039
124901048,ENSG00000248709,,,uc063gdm.2,LOC124901048
124901051,ENSG00000249797,LINC02147,LINC02147,uc063gga.1,LOC124901051
124901073,ENSG00000249639,,,uc063heo.1,LOC124901073
124901104,ENSG00000306902,,,,LOC124901104
124901122,ENSG00000254135,,,uc063jel.1,LOC124901122
124901131,ENSG00000288912,,,uc315lpw.1,LOC124901131
124901143,ENSG00000307151,,,,LOC124901143
124901146,ENSG00000309157,,,,LOC124901146
124901151,ENSG00000248367,,,uc063ktm.3,LOC124901151
124901154,ENSG00000307523,,,,LOC124901154
124901155,ENSG00000294604,,,,LOC124901155
124901156,ENSG00000293331,,,,LOC124901156
124901165,ENSG00000248994,,,uc288hqt.1,LOC124901165
124901168,ENSG00000260763,,,uc063cbj.1,LOC124901168
124901179,ENSG00000297849,,,,LOC124901179
124901185,ENSG00000247199,FBXO38-DT,FBXO38-DT,uc003lpb.4,LOC124901185
124901190,ENSG00000253054,RNU7-77P,RNU7-77P,uc057sss.1,LOC124901190
124901196,ENSG00000238745,,,uc063hmj.1,LOC124901196
124901197,ENSG00000238326,,,uc063dsk.1,LOC124901197
124901220,ENSG00000201368,,U3,uc063cyb.1,LOC124901220
124901221,ENSG00000221043,,U3,uc063ipa.1,LOC124901221
124901238,ENSG00000305114,,,,LOC124901238
124901254,ENSG00000301233,,,,LOC124901254
124901306,ENSG00000304146,,,,LOC124901306
124901310,ENSG00000289456,,,uc315ogf.1,LOC124901310
124901333,ENSG00000227885,,,uc287pzv.1,LOC124901333
124901343,ENSG00000297199,,,,LOC124901343
124901355,ENSG00000272008,,,uc063pym.1,LOC124901355
124901358,ENSG00000286871,,,uc287obn.1,LOC124901358
124901385,ENSG00000289376,,,uc315vit.2,LOC124901385
124901391,ENSG00000287258,,,uc287sjx.1,LOC124901391
124901405,ENSG00000232876,,,,LOC124901405
124901407,ENSG00000287094,,,uc288fjw.1,LOC124901407
124901427,ENSG00000273132,,,uc063sfo.1,LOC124901427
124901429,ENSG00000301114,,,,LOC124901429
124901449,ENSG00000224478,,,uc285zbo.1,LOC124901449
124901457,ENSG00000286498,,,uc287tzk.1,LOC124901457
124901462,ENSG00000286674,,,uc287uzb.1,LOC124901462
124901487,ENSG00000308921,,,,LOC124901487
124901497,ENSG00000289961,,,uc316grs.1,LOC124901497
124901505,ENSG00000200492,,U3,uc063qdg.1,LOC124901505
124901506,ENSG00000199851,,U3,uc063mkk.1,LOC124901506
124901507,ENSG00000221455,,U3,uc063qdk.1,LOC124901507
124901508,ENSG00000221345,,U3,uc031spa.1,LOC124901508
124901509,ENSG00000221332,,U3,uc063pqo.1,LOC124901509
124901526,ENSG00000202343,,,uc063sem.1,LOC124901526
124901527,ENSG00000238594,,,uc063sfy.1,LOC124901527
124901528,ENSG00000238628,,,uc063pzx.1,LOC124901528
124901578,ENSG00000299792,,,,LOC124901578
124901580,ENSG00000293573,,,,env
124901582,ENSG00000232581,,,uc021zzi.2,LOC124901582
124901604,ENSG00000233824,,,,LOC124901604
124901612,ENSG00000236494,,,uc288gtf.1,LOC124901612
124901616,ENSG00000287893,,,uc288eij.1,LOC124901616
124901622,ENSG00000297379,,,,LOC124901622
124901624,ENSG00000303071,,,,LOC124901624
124901628,ENSG00000286315,,,uc287osx.1,LOC124901628
124901632,ENSG00000286658,,,uc287zvj.1,LOC124901632
124901635,ENSG00000228735,,,uc003tqe.5,LOC124901635
124901636,ENSG00000303536,,,,LOC124901636
124901641,ENSG00000234387,,,uc064dwr.1,LOC124901641
124901698,ENSG00000305226,,,,LOC124901698
124901737,ENSG00000289578,,,uc315pfz.1,LOC124901737
124901766,ENSG00000287636,,,,LOC124901766
124901770,ENSG00000306674,,,,LOC124901770
124901786,ENSG00000298692,,,,LOC124901786
124901789,ENSG00000289588,,,uc315nsx.1,LOC124901789
124901791,ENSG00000294258,,,,LOC124901791
124901796,ENSG00000296818,,,,LOC124901796
124901826,ENSG00000199231,,,uc064dwi.1,LOC124901826
124901827,ENSG00000238906,,,uc064clk.1,LOC124901827
124901858,ENSG00000202233,,U3,uc022aan.1,LOC124901858
124901859,ENSG00000199370,,U3,uc064iyy.1,LOC124901859
124901860,ENSG00000212422,,U3,uc064bnf.1,LOC124901860
124901872,ENSG00000286726,,,,LOC124901872
124901880,ENSG00000292307,LINC02949,LINC02949,,LINC02949
124901882,ENSG00000285002,,,,LOC124901882
124901899,ENSG00000253270,,,,LOC124901899
124901902,ENSG00000286346,,,uc288dph.1,LOC124901902
124901927,ENSG00000305693,,,,LOC124901927
124901933,ENSG00000308793,,,,LOC124901933
124901942,ENSG00000286484,,,uc287jom.1,LOC124901942
124901944,ENSG00000228801,PCMTD1-DT,PCMTD1-DT,uc064mtb.3,LOC124901944
124901947,ENSG00000308573,,,,LOC124901947
124901966,ENSG00000285758,,,uc288huv.1,LOC124901966
124901990,ENSG00000253824,,,uc288amq.1,LOC124901990
124902005,ENSG00000287826,,,uc288ilz.1,LOC124902005
124902010,ENSG00000294187,,,,LOC124902010
124902013,ENSG00000253607,,,uc064pwh.1,LOC124902013
124902014,ENSG00000308109,,,,LOC124902014
124902026,ENSG00000286535,,,uc288cil.1,LOC124902026
124902027,ENSG00000287201,,,uc287tcm.1,LOC124902027
124902030,ENSG00000302188,,,,LOC124902030
124902031,ENSG00000287325,,,uc288ejh.1,LOC124902031
124902045,ENSG00000254007,,,uc064kah.1,LOC124902045
124902047,ENSG00000294265,,,,LOC124902047
124902060,ENSG00000304219,,,,LOC124902060
124902062,ENSG00000253452,,,uc064lwo.1,LOC124902062
124902071,ENSG00000300805,,,,LOC124902071
124902076,ENSG00000238884,RNU7-85P,RNU7-85P,uc064nwq.1,LOC124902076
124902078,ENSG00000201316,,,uc064mso.1,LOC124902078
124902079,ENSG00000238372,,,uc064pfh.1,LOC124902079
124902081,ENSG00000238901,,,uc064pvy.1,LOC124902081
124902100,ENSG00000201329,,U3,uc064mop.1,LOC124902100
124902101,ENSG00000221461,,U3,uc022bai.1,LOC124902101
124902114,ENSG00000286162,,,uc287wqo.1,LOC124902114
124902121,ENSG00000309593,,,,LOC124902121
124902146,ENSG00000309109,,,,LOC124902146
124902155,ENSG00000293209,GAS2L1P2,GAS2L1P2,uc287dty.1,GAS2L1P1
124902156,ENSG00000305767,,,,LOC124902156
124902157,ENSG00000287838,,,uc287uzy.1,LOC124902157
124902165,ENSG00000277412,,,uc064tiy.1,LOC124902165
124902167,ENSG00000284116,,,uc286bwi.1,LOC124902167
124902189,ENSG00000303186,,,,LOC124902189
124902202,ENSG00000287750,LINC03026,LINC03026,,LOC124902202
124902203,ENSG00000307536,,,,LOC124902203
124902204,ENSG00000287769,,,uc287veo.1,LOC124902204
124902229,ENSG00000285706,,,uc286ccu.1,LOC124902229
124902232,ENSG00000287955,,,uc287xyr.1,LOC124902232
124902262,ENSG00000301342,,,,LOC124902262
124902280,ENSG00000227218,,,,LOC124902280
124902282,ENSG00000306759,,,,LOC124902282
124902301,ENSG00000286502,,,uc288dhr.1,LOC124902301
124902304,ENSG00000309826,,,,LOC124902304
124902333,ENSG00000275068,,U6,uc064tkv.1,LOC124902333
124902338,ENSG00000199411,,SNORD62,uc064xiy.1,LOC124902338
124902371,ENSG00000213994,,,uc057rms.1,PFKFB3-AS1
124902383,ENSG00000293819,,,,LOC124902383
124902388,ENSG00000285852,,,uc285hvg.1,LOC124902388
124902390,ENSG00000304441,,,,LOC124902390
124902392,ENSG00000285254,,,uc285hvj.1,LOC124902392
124902403,ENSG00000289616,,,uc315vur.2,LOC124902403
124902436,ENSG00000285551,LINC02929,LINC02929,uc001jmd.2,LOC124902436
124902438,ENSG00000228566,,,uc057tnw.1,LOC124902438
124902439,ENSG00000228566,,,uc057tnw.1,LOC124902439
124902473,ENSG00000286359,,,uc288kla.1,LOC124902473
124902479,ENSG00000273124,,,,LOC124902479
124902482,ENSG00000307213,,,,LOC124902482
124902513,ENSG00000295480,,,,LOC124902513
124902521,ENSG00000297055,,,,LOC124902521
124902537,ENSG00000226762,LINC02668,LINC02668,uc288hpt.1,LOC124902537
124902542,ENSG00000228636,LINC02663,LINC02663,uc057rps.1,LOC124902542
124902546,ENSG00000287016,,,uc287msv.1,LOC124902546
124902551,ENSG00000296045,,,,LOC124902551
124902554,ENSG00000304538,,,,LOC124902554
124902559,ENSG00000289400,,,uc315kgn.2,LOC124902559
124902572,ENSG00000200294,,,uc057txq.1,LOC124902572
124902573,ENSG00000251922,,,uc057rmf.1,LOC124902573
124902595,ENSG00000200545,,U3,uc057scx.1,LOC124902595
124902596,ENSG00000222666,,U3,uc057slc.1,LOC124902596
124902606,ENSG00000291429,,,,LOC124902606
124902610,ENSG00000301396,,,,LOC124902610
124902623,ENSG00000254443,,,uc057yji.1,LOC124902623
124902624,ENSG00000308330,,,,LOC124902624
124902632,ENSG00000255462,,,uc057zcx.1,LOC124902632
124902649,ENSG00000296353,,,,LOC124902649
124902651,ENSG00000294117,,,,LOC124902651
124902665,ENSG00000254514,,,uc058atc.1,LOC124902665
124902683,ENSG00000257002,,,uc058cqf.1,LOC124902683
124902694,ENSG00000255320,,,uc315lmg.1,LOC124902694
124902696,ENSG00000310059,,,,LOC124902696
124902707,ENSG00000293435,,ACTE1P,,NA
124902709,ENSG00000215841,,,uc058feu.2,LOC124902709
124902718,ENSG00000255135,EMSY-DT,EMSY-DT,uc287sgj.1,EMSY-DT
124902723,ENSG00000254675,,,,LOC124902723
124902727,ENSG00000254787,,,uc058gct.1,LOC124902727
124902752,ENSG00000254416,LINC02732,LINC02732,uc058hdo.2,LOC124902752
124902759,ENSG00000300211,,,,LOC124902759
124902762,ENSG00000236267,LNC-RHL1,LNC-RHL1,,lnc-RHL
124902769,ENSG00000280967,VPS11-DT,VPS11-DT,,LOC124902769
124902771,ENSG00000287545,,,,LOC124902771
124902788,ENSG00000296974,,,,LOC124902788
124902809,ENSG00000255167,,,uc057zvi.1,LOC124902809
124902824,ENSG00000206913,,,uc021qnf.1,LOC124902824
124902825,ENSG00000238724,,,uc058hon.1,LOC124902825
124902826,ENSG00000239153,,,uc058hps.1,LOC124902826
124902827,ENSG00000238387,,,uc057yyd.1,LOC124902827
124902828,ENSG00000239079,,,uc058iog.1,LOC124902828
124902847,ENSG00000212551,,U3,uc021qfq.1,LOC124902847
124902860,ENSG00000278356,,,uc058jwn.1,LOC124902860
124902876,ENSG00000295726,,,,LOC124902876
124902888,ENSG00000256389,,,uc058lre.1,LOC124902888
124902897,ENSG00000255745,,,uc058lza.1,LOC124902897
124902936,ENSG00000309140,,,,LOC124902936
124902940,ENSG00000258763,,,uc058ozj.1,LOC124902940
124902953,ENSG00000289319,,,uc315lay.1,LOC124902953
124902965,ENSG00000306515,,,,LOC124902965
124902983,ENSG00000308842,,,,LOC124902983
124902986,ENSG00000302422,,,,LOC124902986
124902990,ENSG00000307169,,,,LOC124902990
124903002,ENSG00000257732,,,uc058snx.1,LOC124903002
124903007,ENSG00000298892,,,,LOC124903007
124903037,ENSG00000258435,,,,LOC124903037
124903040,ENSG00000302017,,,,LOC124903040
124903044,ENSG00000309806,,,,LOC124903044
124903045,ENSG00000289940,,,uc316gjk.1,LOC124903045
124903050,ENSG00000295049,,,,LOC124903050
124903055,ENSG00000248703,LINC02415,LINC02415,uc001uix.6,LOC124903055
124903071,ENSG00000303459,,,,LOC124903071
124903074,ENSG00000257787,,,uc058rqc.1,LOC124903074
124903094,ENSG00000272215,,U7,uc058thw.1,LOC124903094
124903098,ENSG00000223294,,SNORD83,uc058qjz.1,LOC124903098
124903099,ENSG00000202335,,,uc021rdv.1,LOC124903099
124903100,ENSG00000221611,,,uc058lkb.1,LOC124903100
124903101,ENSG00000238440,,,uc058qjk.1,LOC124903101
124903134,ENSG00000289861,,,uc316fgm.1,LOC124903134
124903137,ENSG00000309412,,,,LOC124903137
124903142,ENSG00000296459,,,,LOC124903142
124903151,ENSG00000308044,,,,LOC124903151
124903164,ENSG00000304062,,,,LOC124903164
124903183,ENSG00000285572,,,uc285lab.1,LOC124903183
124903185,ENSG00000285714,,,uc285laz.1,LOC124903185
124903221,ENSG00000304746,,,,LOC124903221
124903228,ENSG00000302433,,,,LOC124903228
124903233,ENSG00000277047,,,uc058xhs.2,LOC124903233
124903236,ENSG00000287996,,,uc288eex.1,LOC124903236
124903242,ENSG00000303705,,,,LOC124903242
124903249,ENSG00000307285,,,,LOC124903249
124903255,ENSG00000212553,,SNORD116,uc058wop.1,LOC124903255
124903256,ENSG00000212293,,,uc021rhx.1,LOC124903256
124903257,ENSG00000200733,,,uc058xso.1,LOC124903257
124903275,ENSG00000276183,,U6,uc058vry.1,LOC124903275
124903317,ENSG00000287156,,,uc288erx.1,LOC124903317
124903319,ENSG00000304907,,,,LOC124903319
124903342,ENSG00000285518,,,uc285lkp.1,LOC124903342
124903350,ENSG00000303418,,,,LOC124903350
124903372,ENSG00000187621,TCL6,TCL6,uc059euy.1,LOC124903372
124903387,ENSG00000258460,,,uc316ggs.1,LOC124903387
124903398,ENSG00000257556,LINC02298,LINC02298,uc287mzq.1,LOC124903398
124903403,ENSG00000297609,,,,LOC124903403
124903416,ENSG00000212615,,SNORD58,uc059bcy.1,LOC124903416
124903418,ENSG00000200150,,,uc021scj.1,LOC124903418
124903419,ENSG00000201500,,,uc021sck.1,LOC124903419
124903420,ENSG00000201710,,,uc059fhk.1,LOC124903420
124903421,ENSG00000222185,,,uc021scl.1,LOC124903421
124903422,ENSG00000222095,,,uc059fhl.1,LOC124903422
124903423,ENSG00000252945,,,uc059bkv.1,LOC124903423
124903435,ENSG00000277754,,U3,uc059fhw.1,LOC124903435
124903436,ENSG00000274581,,U3,,LOC124903436
124903448,ENSG00000289522,,,uc315lcx.1,LOC124903448
124903478,ENSG00000285080,,,uc059igy.2,LOC124903478
124903491,ENSG00000304751,,,,LOC124903491
124903492,ENSG00000304772,,,,LOC124903492
124903525,ENSG00000288125,,,,LOC124903525
124903528,ENSG00000299272,,,,LOC124903528
124903564,ENSG00000259182,,,,LOC124903564
124903565,ENSG00000259182,,,,LOC124903565
124903567,ENSG00000282793,,,,LOC124903567
124903585,ENSG00000287000,,,uc287ksf.1,LOC124903585
124903590,ENSG00000200677,,SNORD18,uc059ngf.1,LOC124903590
124903594,ENSG00000207119,,U3,uc059kud.1,LOC124903594
124903595,ENSG00000212511,,U3,uc059hki.1,LOC124903595
124903617,ENSG00000305760,,,,LOC124903617
124903619,ENSG00000260316,,,uc059otr.1,LOC124903619
124903627,ENSG00000295643,,,,LOC124903627
124903629,ENSG00000263011,,,,LOC124903629
124903646,ENSG00000299216,,,,LOC124903646
124903658,ENSG00000286790,,,uc288dzm.1,LOC124903658
124903659,ENSG00000260592,,,uc316hdk.1,LOC124903659
124903667,ENSG00000260136,,,uc059sbg.1,LOC124903667
124903668,ENSG00000308281,,,,LOC124903668
124903670,ENSG00000246465,,,uc002dpc.1,LOC124903670
124903677,ENSG00000295790,,,,LOC124903677
124903702,ENSG00000302421,,,,LOC124903702
124903706,ENSG00000305477,,,,LOC124903706
124903708,ENSG00000299063,,,,LOC124903708
124903710,ENSG00000157429,ZNF19,ZNF19,uc059wtv.1,LOC124903710
124903712,ENSG00000295751,,,,LOC124903712
124903731,ENSG00000303013,,,,LOC124903731
124903732,ENSG00000260788,CEDORA,CEDORA,,FEDORA
124903737,ENSG00000295471,,,,LOC124903737
124903749,ENSG00000300469,,,,LOC124903749
124903750,ENSG00000269935,,,uc059yed.1,LOC124903750
124903753,ENSG00000260466,,,,LOC124903753
124903757,ENSG00000260279,,,uc059ynh.2,LOC124903757
124903770,ENSG00000260573,,,uc288dis.1,LOC124903770
124903784,ENSG00000238645,,,uc059uez.1,LOC124903784
124903808,ENSG00000252040,,,uc059whk.1,LOC124903808
124903824,ENSG00000287356,,,uc287suf.1,LOC124903824
124903825,ENSG00000287396,,,uc288auz.1,LOC124903825
124903827,ENSG00000177133,PRDM16-DT,PRDM16-DT,uc057bov.1,LOC124903827
124903836,ENSG00000302217,,,,LOC124903836
